"ID"	"flaeche_ID"	"PlcIndex"	"befundart"	"epoche"	"abschnitt"	"kultur"	"Quelle"	"Easting"	"Northing"
0	0	1	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498280,580	5734673,929
0	1	2	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4494047,541	5737247,412
0	0	3	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4491185,145	5735802,674
0	0	4	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4493921,107	5737586,950
0	1	5	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4494397,780	5733208,567
1	2	6	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4494467,319	5732955,171
2	3	7	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4494662,183	5732948,502
3	4	8	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4494431,063	5732855,457
4	5	9	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4494427,688	5733051,001
0	2	10	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4501594,550	5735594,724
1	3	11	"Graeberfeld"	"Neolithikum"	"mittel"	"Salzmuende"	"Ortsakte"	4501727,554	5735430,210
2	3	12	"Graeberfeld"	"Neolithikum"	"mittel"	"Salzmuende"	"Ortsakte"	4501603,111	5735720,423
3	5	13	"Graeberfeld"	"Neolithikum"	"spaet"	"juengere NL"	"Ortsakte"	4501651,914	5735441,229
0	2	14	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4503192,674	5732888,256
1	3	15	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4503208,098	5732882,023
2	4	16	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4503191,425	5732856,801
3	5	17	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4503217,073	5732857,500
0	0	18	"Graeberfeld"	"Neolithikum"	"mittel"	"Kugelamphoren"	"Ortsakte"	4502173,121	5733116,082
0	2	19	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4503237,356	5732645,783
0	0	20	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4499258,866	5734619,356
0	0	21	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4488540,924	5740918,332
1	1	22	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4488542,805	5740916,473
2	2	23	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4488592,641	5740850,143
3	3	24	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4488511,024	5740894,407
4	6	25	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4488503,709	5740709,166
0	0	26	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4496887,537	5736412,981
1	1000	27	"Graeberfeld"	"Neolithikum"		"NL/BZ"	"Ortsakte"	4496855,346	5736540,191
0	0	28	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4498281,938	5735654,478
0	2	29	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4489113,186	5739855,530
1	3	30	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4489104,465	5739899,336
2	4	31	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4489241,457	5739927,032
3	5	32	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4489229,077	5739894,420
0	0	33	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4496774,202	5735454,285
0	0	34	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4492182,207	5739103,354
0	0	35	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4497940,994	5733970,089
0	0	36	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4496853,765	5735370,025
0	0	37	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4496823,737	5735080,616
1	1000	38	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4496826,955	5735055,884
2	1001	39	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4496818,187	5735048,764
3	1002	40	"Graeberfeld"	"Neolithikum"	"mittel"	"Trichterbecher"	"Ortsakte"	4496808,495	5735040,653
0	0	41	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	4499706,520	5735238,459
0	0	42	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497589,326	5735868,654
1	1000	43	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497592,849	5735894,208
2	1001	44	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497614,719	5735867,245
3	1002	45	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497571,787	5735860,752
4	1003	46	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497608,772	5735876,733
5	1004	47	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497599,723	5735879,820
6	1005	48	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497605,271	5735875,967
7	1006	49	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497613,328	5735874,348
8	1007	50	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497588,369	5735877,590
9	1008	51	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	4497595,589	5735878,707
0	0	52	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4498376,925	5734611,937
1	1000	53	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4498399,831	5734626,669
2	1001	54	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4498395,744	5734629,139
3	1002	55	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4498423,064	5734610,672
4	1003	56	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4498386,044	5734629,812
5	1004	57	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4498404,061	5734611,887
6	1005	58	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498392,664	5734626,259
7	1006	59	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498412,127	5734621,609
8	1007	60	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498385,669	5734631,223
9	1008	61	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498376,384	5734611,740
10	1009	62	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498408,486	5734622,643
11	1010	63	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498405,066	5734610,619
12	1011	64	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498409,064	5734639,018
13	1012	65	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	4498388,583	5734641,273
0	0	66	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4497444,483	5734761,398
1	1000	67	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4497462,138	5734768,000
2	1001	68	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4497447,544	5734790,857
3	1002	69	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4497463,564	5734760,256
4	1003	70	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4497444,076	5734804,676
0	1	71	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4490963,316	5739087,716
0	2	72	"Siedlung"	"Neolithikum"	"mittel"	"Salzmuende"	"Ortsakte"	4501560,785	5735483,781
0	2	73	"Siedlung"	"Neolithikum"		"NL/BZ"	"Ortsakte"	4497190,348	5736421,463
1	1000	74	"Siedlung"	"Neolithikum"		"NL/BZ"	"Ortsakte"	4497123,935	5736553,235
2	4	75	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4497107,157	5736440,086
3	1002	76	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4496915,656	5736323,895
4	6	77	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4497308,033	5736321,285
5	5	78	"Siedlung"	"Neolithikum"		"NL/BZ"	"Ortsakte"	4497232,939	5736489,582
0	2	79	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4488606,861	5739296,360
0	1	80	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4489154,226	5739633,564
0	2	81	"Siedlung"	"Neolithikum"	"mittel"	"Walternienburg-Bernburg"	"Ortsakte"	4489167,125	5739841,227
1	3	82	"Siedlung"	"Neolithikum"	"mittel"	"Walternienburg-Bernburg"	"Ortsakte"	4489122,561	5739864,567
0	0	83	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4496778,102	5735454,167
1	1000	84	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4496772,838	5735449,825
0	0	85	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4498403,030	5734462,520
0	0	86	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	4499842,391	5735435,869
0	1	87	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4501823,927	5735586,722
1	3	88	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	4501845,920	5735471,999
0	0	89	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4498197,416	5734113,370
1	1000	90	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4498194,462	5734119,514
0	0	91	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	4496872,608	5735360,221
0	0	92	"Graeberfeld"	"undatiert"			"Ortsakte"	4497729,904	5734397,895
0	1	93	"Graeberfeld"	"undatiert"			"Ortsakte"	4491748,434	5740153,772
1	2	94	"Graeberfeld"	"undatiert"			"Ortsakte"	4491765,613	5740136,583
2	3	95	"Graeberfeld"	"undatiert"			"Ortsakte"	4491766,744	5740164,751
0	1	96	"Graeberfeld"	"undatiert"			"Ortsakte"	4494001,037	5737095,143
1	2	97	"Graeberfeld"	"undatiert"			"Ortsakte"	4493942,762	5737054,700
2	3	98	"Graeberfeld"	"undatiert"			"Ortsakte"	4494186,599	5737093,746
3	4	99	"Graeberfeld"	"undatiert"			"Ortsakte"	4494098,174	5737054,404
4	5	100	"Graeberfeld"	"undatiert"			"Ortsakte"	4493933,816	5737073,871
5	6	101	"Graeberfeld"	"undatiert"			"Ortsakte"	4494096,338	5737103,500
6	7	102	"Graeberfeld"	"undatiert"			"Ortsakte"	4493948,228	5737059,257
7	8	103	"Graeberfeld"	"undatiert"			"Ortsakte"	4494151,275	5737091,343
8	9	104	"Graeberfeld"	"undatiert"			"Ortsakte"	4494108,969	5737175,515
9	10	105	"Graeberfeld"	"undatiert"			"Ortsakte"	4493993,773	5737109,709
10	11	106	"Graeberfeld"	"undatiert"			"Ortsakte"	4494137,207	5737147,190
11	12	107	"Graeberfeld"	"undatiert"			"Ortsakte"	4494184,524	5737256,010
12	13	108	"Graeberfeld"	"undatiert"			"Ortsakte"	4493979,788	5737100,737
13	14	109	"Graeberfeld"	"undatiert"			"Ortsakte"	4494079,490	5737033,263
14	15	110	"Graeberfeld"	"undatiert"			"Ortsakte"	4493933,584	5737232,183
15	16	111	"Graeberfeld"	"undatiert"			"Ortsakte"	4493948,601	5737071,316
16	17	112	"Graeberfeld"	"undatiert"			"Ortsakte"	4494134,694	5737009,147
17	18	113	"Graeberfeld"	"undatiert"			"Ortsakte"	4493938,928	5737151,345
18	19	114	"Graeberfeld"	"undatiert"			"Ortsakte"	4494007,674	5737136,657
19	20	115	"Graeberfeld"	"undatiert"			"Ortsakte"	4493988,034	5737136,534
20	21	116	"Graeberfeld"	"undatiert"			"Ortsakte"	4493945,966	5737171,683
21	22	117	"Graeberfeld"	"undatiert"			"Ortsakte"	4493896,112	5737166,088
22	23	118	"Graeberfeld"	"undatiert"			"Ortsakte"	4494141,043	5737024,575
23	24	119	"Graeberfeld"	"undatiert"			"Ortsakte"	4494044,366	5737089,051
24	25	120	"Graeberfeld"	"undatiert"			"Ortsakte"	4494174,337	5737095,467
25	26	121	"Graeberfeld"	"undatiert"			"Ortsakte"	4494059,704	5737010,995
26	27	122	"Graeberfeld"	"undatiert"			"Ortsakte"	4494065,654	5737006,720
27	28	123	"Graeberfeld"	"undatiert"			"Ortsakte"	4494043,315	5737120,583
28	29	124	"Graeberfeld"	"undatiert"			"Ortsakte"	4494151,403	5737204,463
29	30	125	"Graeberfeld"	"undatiert"			"Ortsakte"	4493876,323	5737007,191
30	31	126	"Graeberfeld"	"undatiert"			"Ortsakte"	4494151,598	5737010,604
31	32	127	"Graeberfeld"	"undatiert"			"Ortsakte"	4494197,408	5737138,069
32	33	128	"Graeberfeld"	"undatiert"			"Ortsakte"	4494082,323	5737116,862
33	34	129	"Graeberfeld"	"undatiert"			"Ortsakte"	4494133,546	5737010,763
34	35	130	"Graeberfeld"	"undatiert"			"Ortsakte"	4494128,369	5737214,206
35	1034	131	"Graeberfeld"	"undatiert"			"Ortsakte"	4493925,719	5737246,197
36	37	132	"Graeberfeld"	"undatiert"			"Ortsakte"	4494068,001	5737039,457
0	1	133	"Graeberfeld"	"undatiert"			"Ortsakte"	4491923,211	5736332,472
1	2	134	"Graeberfeld"	"undatiert"			"Ortsakte"	4491897,538	5736334,880
2	3	135	"Graeberfeld"	"undatiert"			"Ortsakte"	4491930,172	5736331,772
0	0	136	"Graeberfeld"	"undatiert"			"Ortsakte"	4498316,770	5735229,317
0	1	137	"Graeberfeld"	"undatiert"			"Ortsakte"	4494425,036	5733055,296
1	2	138	"Graeberfeld"	"undatiert"			"Ortsakte"	4494273,418	5733164,990
2	3	139	"Graeberfeld"	"undatiert"			"Ortsakte"	4494332,136	5733200,001
0	1	140	"Graeberfeld"	"undatiert"			"Ortsakte"	4501745,994	5735583,798
